Huevos Grandes Fortificado 900g,100000000314,Lácteos,2026-07-07,Del Monte,400.93,820
Café Molido Light 418g,100000000315,Snacks,2027-09-08,Great Value,238.35,84
Mantequilla Premium 808g,100000000316,Enlatados,2026-04-02,Maggi,186.5,424
Refresco Cola Light 538g,100000000317,Alimentos,2028-05-10,Nescafé,78.5,856
Harina de Trigo Light 851g,100000000318,Snacks,2028-01-12,Bimbo,395.52,734
Café Molido Clásico 687g,100000000319,Bebidas,2026-10-08,Nestlé,225.88,876
Café Molido Clásico 951g,100000000320,Panadería,2026-04-13,La Costeña,283.71,303
Leche Entera Light 633g,100000000321,Lácteos,2026-09-18,Danone,464.13,503
Jugo de Naranja Fortificado 555g,100000000322,Panadería,2028-03-22,Quaker,386.59,671
Cereal de Maíz Familiar 897g,100000000323,Snacks,2027-05-09,Nestlé,6.5,58
Leche Entera Premium 338g,100000000324,Granos,2027-11-07,Colgate,367.07,100
Mantequilla Premium 742g,100000000325,Snacks,2027-09-27,Del Monte,78.11,675
Café Molido Familiar 485g,100000000326,Snacks,2027-02-06,Pepsi,390.6,472
Queso Mozzarella Premium 426g,100000000327,Bebidas,2028-05-20,Heinz,361.36,494
Pan Integral Extra 503g,100000000328,Bebidas,2027-01-03,Coca-Cola,326.86,581
Frijol Negro Premium 868g,100000000329,Panadería,2026-10-06,Del Monte,435.96,213
Mantequilla Familiar 688g,100000000330,Enlatados,2026-06-04,Del Monte,382.56,734
Leche Entera Premium 392g,100000000331,Panadería,2027-06-15,Quaker,343.71,726
Jugo de Naranja Familiar 797g,100000000332,Panadería,2026-09-07,Corona,110.02,646
Leche Entera Familiar 648g,100000000333,Alimentos,2026-08-30,Colgate,478.88,208
Cereal de Maíz Clásico 820g,100000000334,Lácteos,2026-05-15,La Costeña,52.54,10
Pan Integral Light 448g,100000000335,Enlatados,2028-04-09,Great Value,62.17,301
Galletas de Chocolate Fortificado 857g,100000000336,Lácteos,2027-08-19,Kellogg's,78.33,843
Pan Integral Light 715g,100000000337,Lácteos,2026-12-24,Corona,182.13,442
Azúcar Morena Fortificado 371g,100000000338,Lácteos,2027-11-18,Nestlé,340.81,275
Salsa de Tomate Light 749g,100000000239,Snacks,2026-07-28,Great Value,153.64,837
Huevos Grandes Light 310g,100000000340,Panadería,2028-01-31,Kellogg's,478.83,1000
Queso Mozzarella Orgánico 355g,100000000341,Panadería,2026-04-13,Nestlé,384.63,797
Azúcar Morena Extra 845g,100000000342,Panadería,2027-09-07,Bimbo,202.01,524
Café Molido Fortificado 266g,100000000343,Panadería,2028-05-08,Nestlé,419.59,231
Aceite Vegetal Clásico 245g,100000000344,Snacks,2028-03-22,Kellogg's,243.45,543
Café Molido Extra 631g,100000000345,Alimentos,2026-07-09,Nestlé,281.63,626
Refresco Cola Fortificado 985g,100000000346,Granos,2028-04-28,Coca-Cola,128.77,766
Pasta Espagueti Familiar 938g,100000000147,Enlatados,2026-03-12,Nescafé,367.17,950
Queso Mozzarella Premium 377g,100000000348,Enlatados,2027-08-18,Coca-Cola,455.01,925
Atún en Lata Clásico 333g,100000000349,Snacks,2026-06-17,Nestlé,321.57,342
Chocolate en Barra Fortificado 407g,100000000350,Granos,2027-05-17,Bimbo,268.68,424
Atún en Lata Clásico 279g,100000000351,Enlatados,2026-10-30,Bimbo,176.79,512
Huevos Grandes Familiar 580g,100000000352,Snacks,2027-01-26,Quaker,482.06,309
Galletas de Chocolate Light 916g,100000000353,Granos,2026-10-07,Kellogg's,163.94,116
Galletas de Chocolate Light 389g,100000000354,Lácteos,2027-06-17,Maggi,386.98,316
Aceite Vegetal Premium 392g,100000000355,Lácteos,2027-09-16,La Costeña,334.99,484
Aceite Vegetal Orgánico 849g,100000000356,Snacks,2026-02-07,La Costeña,153.62,48
Chocolate en Barra Clásico 767g,100000000357,Enlatados,2026-09-25,Kellogg's,284.16,967
Salsa de Tomate Orgánico 482g,100000000358,Panadería,2028-01-07,Heinz,276.52,966
Refresco Cola Premium 533g,100000000359,Alimentos,2028-05-16,Del Monte,141.79,527
Frijol Negro Clásico 387g,100000000360,Granos,2026-09-20,Maggi,126.95,608
Azúcar Morena Orgánico 845g,100000000361,Snacks,2026-03-04,La Costeña,43.8,160
Yogur Natural Fortificado 416g,100000000362,Panadería,2027-03-17,Heinz,261.33,348
Arroz Integral Extra 848g,100000000363,Granos,2027-02-26,Bimbo,57.12,816
Frijol Negro Familiar 515g,100000000364,Granos,2026-09-25,Nestlé,462.51,499
Arroz Integral Fortificado 553g,100000000365,Enlatados,2028-02-05,Quaker,94.49,561
Queso Mozzarella Extra 975g,100000000366,Lácteos,2028-04-14,Heinz,470.87,756
Mantequilla Clásico 558g,100000000367,Enlatados,2027-03-05,Colgate,119.37,355
Leche Entera Clásico 801g,100000000368,Lácteos,2028-04-19,Nestlé,459.68,110
Pasta Espagueti Fortificado 252g,100000000369,Granos,2028-02-09,Maggi,307.97,523
Refresco Cola Clásico 414g,100000000370,Bebidas,2026-05-24,Nestlé,202.47,207
Pan Integral Fortificado 574g,100000000371,Bebidas,2026-02-09,Great Value,230.53,754
Azúcar Morena Premium 582g,100000000372,Bebidas,2027-05-02,Nestlé,268.95,23
Galletas de Chocolate Clásico 228g,100000000373,Snacks,2027-02-28,Great Value,426.59,467
Harina de Trigo Premium 216g,100000000374,Enlatados,2028-03-09,Danone,458.07,777
Salsa de Tomate Clásico 466g,100000000375,Snacks,2026-11-12,Great Value,445.46,474
Yogur Natural Familiar 1000g,100000000376,Alimentos,2027-12-03,Bimbo,139.89,291
Chocolate en Barra Clásico 638g,100000000377,Bebidas,2027-10-10,Nescafé,342.59,36
Chocolate en Barra Fortificado 559g,100000000378,Granos,2026-10-29,Corona,209.91,740
Azúcar Morena Premium 821g,100000000379,Enlatados,2028-05-10,Del Monte,52.21,928
Azúcar Morena Familiar 619g,100000000380,Panadería,2028-05-03,Danone,313.27,504
Refresco Cola Orgánico 482g,100000000381,Granos,2028-06-10,Colgate,189.58,829
Galletas de Chocolate Premium 453g,100000000382,Alimentos,2027-11-29,Corona,334.24,754
Refresco Cola Premium 677g,100000000383,Panadería,2026-02-20,Quaker,c,441
Pan Integral Extra 558g,100000000384,Enlatados,2027-04-10,Heinz,448.27,596
Queso Mozzarella Orgánico 244g,100000000385,Alimentos,2026-10-21,Great Value,24.61,436
Queso Mozzarella Light 619g,100000000386,Panadería,2026-07-15,Coca-Cola,73.92,360
Refresco Cola Fortificado 653g,100000000387,Enlatados,2027-01-25,Quaker,89.67,443
Refresco Cola Familiar 798g,100000000388,Alimentos,2026-07-02,Quaker,119.25,769
Pasta Espagueti Orgánico 398g,100000000389,Enlatados,2028-04-20,Pepsi,30.81,863
Pasta Espagueti Premium 469g,100000000390,Granos,2027-11-16,Heinz,22.97,807
Frijol Negro Clásico 351g,100000000391,Alimentos,2026-02-15,Pepsi,488.77,608
Harina de Trigo Light 417g,100000000392,Granos,2027-01-22,Corona,142.83,790
Atún en Lata Clásico 537g,100000000393,Bebidas,2026-08-22,Del Monte,19.26,893
Refresco Cola Orgánico 617g,100000000394,Lácteos,2027-09-25,Nescafé,476.3,167
Azúcar Morena Orgánico 764g,100000000395,Snacks,2026-06-21,Danone,185,692
Yogur Natural Extra 436g,100000000396,Snacks,2026-06-19,La Costeña,401.02,864
Queso Mozzarella Clásico 550g,100000000397,Lácteos,2027-11-30,Heinz,144.41,699
Aceite Vegetal Premium 747g,100000000398,Enlatados,2027-10-07,Danone,243.9,914
Café Molido Orgánico 441g,100000000399,Snacks,2026-02-25,La Costeña,326.78,327
Pan Integral Light 298g,100000000400,Snacks,2027-03-14,Coca-Cola,29.38,779
Yogur Natural Premium 383g,100000000401,Panadería,2028-02-03,Corona,266.65,863
Jugo de Naranja Light 605g,100000000402,Granos,2027-08-29,Colgate,229.84,665
Café Molido Clásico 662g,100000000403,Bebidas,2028-05-20,Del Monte,99.77,623
Arroz Integral Familiar 408g,100000000404,Bebidas,2027-08-02,Pepsi,490.93,859
Cereal de Maíz Orgánico 536g,100000000405,Alimentos,2027-06-26,Nescafé,377.16,5
Pan Integral Orgánico 839g,100000000406,Enlatados,2027-10-31,Danone,6.03,531
Atún en Lata Light 828g,100000000447,Enlatados,2027-06-26,Great Value,381.88,218
Cereal de Maíz Familiar 997g,100000000408,Alimentos,2026-09-17,Heinz,25.72,880
Azúcar Morena Light 409g,100000000409,Lácteos,2026-04-24,Quaker,436.97,834
Azúcar Morena Extra 209g,100000000410,Panadería,2027-02-15,Kellogg's,455.85,332
Leche Entera Fortificado 379g,100000000411,Panadería,2027-05-21,Nescafé,274.23,120
Huevos Grandes Fortificado 321g,100000000412,Panadería,2028-04-29,Danone,246.83,979
Aceite Vegetal Orgánico 488g,100000000413,Enlatados,2027-08-16,Danone,334.18,688
Jugo de Naranja Premium 709g,100000000414,Granos,2027-02-24,Heinz,213.25,404
Huevos Grandes Familiar 847g,100000000415,Enlatados,2027-02-22,La Costeña,372.75,161
Jugo de Naranja Fortificado 541g,100000000416,Lácteos,2027-11-19,Quaker,419.48,73
Café Molido Familiar 458g,100000000417,Enlatados,2027-11-27,Nescafé,294.2,924
Queso Mozzarella Familiar 964g,100000000418,Alimentos,2027-11-30,Corona,91.29,360
Atún en Lata Clásico 987g,100000000419,Panadería,2026-02-20,Coca-Cola,122.43,743
Galletas de Chocolate Extra 610g,100000000420,Panadería,2027-12-15,Maggi,197.84,436
Huevos Grandes Orgánico 968g,100000000421,Lácteos,2027-09-16,Great Value,240.73,292
Jugo de Naranja Familiar 676g,100000000422,Snacks,2028-04-06,Heinz,326.38,854
Pan Integral Orgánico 924g,100000000423,Snacks,2026-12-05,Nescafé,21.34,824
Huevos Grandes Orgánico 691g,100000000424,Enlatados,2027-08-31,Heinz,54.15,184
Azúcar Morena Orgánico 953g,100000000425,Bebidas,2027-12-02,La Costeña,120.35,961
Pan Integral Fortificado 953g,100000000426,Panadería,2028-05-10,Danone,113.88,343
Chocolate en Barra Fortificado 503g,100000000427,Bebidas,2026-09-04,Heinz,288.93,963
Refresco Cola Extra 752g,100000000428,Enlatados,2026-05-04,Corona,387.39,910
Chocolate en Barra Familiar 601g,100000000429,Panadería,2027-10-02,Corona,71.1,388
Pasta Espagueti Familiar 371g,100000000430,Bebidas,2026-04-12,Colgate,388.54,512
Harina de Trigo Premium 276g,100000000431,Bebidas,2027-02-15,La Costeña,492.83,55
Aceite Vegetal Familiar 232g,100000000432,Enlatados,2027-06-04,Corona,288.42,422
Huevos Grandes Clásico 269g,100000000433,Panadería,2027-10-01,Colgate,9.12,118
Pan Integral Extra 625g,100000000434,Bebidas,2028-02-06,Coca-Cola,267.32,883
Huevos Grandes Clásico 871g,100000000435,Snacks,2026-09-11,Pepsi,239.81,259
Yogur Natural Orgánico 413g,100000000226,Enlatados,2027-04-29,Coca-Cola,371.12,744
Yogur Natural Familiar 392g,100000000437,Panadería,2027-11-23,Nescafé,98.11,914
Cereal de Maíz Extra 956g,100000000438,Alimentos,2027-11-28,La Costeña,214.01,219
Harina de Trigo Fortificado 676g,100000000439,Alimentos,2026-08-27,Pepsi,461.54,498
Queso Mozzarella Orgánico 321g,100000000440,Lácteos,2026-06-19,Quaker,110.01,791
Jugo de Naranja Extra 524g,100000000441,Bebidas,2026-07-20,Colgate,138.54,414
Queso Mozzarella Familiar 376g,100000000442,Bebidas,2028-04-10,Kellogg's,253.83,218
Pasta Espagueti Light 722g,100000000443,Lácteos,2026-03-08,Kellogg's,81.77,844
Mantequilla Orgánico 704g,100000000444,Alimentos,2027-09-10,Quaker,as,206
Huevos Grandes Premium 709g,100000000445,Bebidas,2028-04-16,Nestlé,272.34,83
Arroz Integral Extra 376g,100000000446,Granos,2027-10-02,Nescafé,121.08,30
Arroz Integral Fortificado 715g,100000000447,Enlatados,2027-05-19,Maggi,196.32,94
Salsa de Tomate Clásico 998g,100000000448,Panadería,2026-06-20,Great Value,257.83,386
Salsa de Tomate Fortificado 886g,100000000449,Panadería,2027-12-22,Quaker,197.44,959
Pasta Espagueti Familiar 960g,100000000450,Enlatados,2026-07-18,Kellogg's,100.23,385
Azúcar Morena Premium 851g,100000000451,Granos,2026-08-05,Del Monte,372.37,550
Atún en Lata Light 623g,100000000452,Granos,2028-01-02,Colgate,272.99,759
Mantequilla Orgánico 757g,100000000453,Granos,2028-05-02,Nestlé,274.67,853
Azúcar Morena Premium 629g,100000000454,Bebidas,2026-10-13,Kellogg's,370.01,814
Azúcar Morena Familiar 263g,100000000455,Snacks,2028-06-04,Danone,328.29,259
Atún en Lata Clásico 463g,100000000456,Alimentos,2027-03-18,Nestlé,279.65,448
Yogur Natural Premium 821g,100000000457,Snacks,2028-05-11,Quaker,464.7,523
Arroz Integral Premium 470g,100000000458,Alimentos,2027-05-10,Heinz,480.07,228
Pasta Espagueti Orgánico 209g,100000000459,Alimentos,2026-12-20,Pepsi,134.34,247
Pan Integral Premium 328g,100000000460,Bebidas,2027-09-16,Colgate,44.77,509
Harina de Trigo Fortificado 836g,100000000461,Granos,2027-08-23,Nescafé,9.73,693
Chocolate en Barra Familiar 770g,100000000461,Enlatados,2027-01-29,Maggi,470.75,385
Jugo de Naranja Clásico 531g,100000000463,Bebidas,2027-05-13,La Costeña,341.73,496
Yogur Natural Fortificado 862g,100000000464,Enlatados,2026-12-17,Heinz,464.77,142
Pan Integral Fortificado 502g,100000000465,Enlatados,2026-04-17,Kellogg's,321.03,354
Cereal de Maíz Extra 691g,100000000466,Panadería,2028-04-03,Del Monte,470.74,213
Arroz Integral Clásico 540g,100000000467,Alimentos,2027-05-11,Corona,34.16,850
Pan Integral Light 295g,100000000368,Snacks,2027-11-24,Colgate,44.39,684
Galletas de Chocolate Premium 341g,100000000469,Bebidas,2026-02-18,Quaker,35.48,96
Yogur Natural Orgánico 740g,100000000470,Alimentos,2027-05-16,Kellogg's,304.53,830
Refresco Cola Familiar 664g,100000000471,Alimentos,2026-02-28,Corona,312.23,354
Huevos Grandes Light 370g,100000000472,Bebidas,2027-05-25,Great Value,152.53,127
Arroz Integral Fortificado 220g,100000000473,Bebidas,2027-08-16,Bimbo,408.05,883
Leche Entera Fortificado 450g,100000000474,Enlatados,2027-01-19,Del Monte,57.64,516
Huevos Grandes Fortificado 662g,100000000475,Panadería,2026-09-30,Danone,239.16,750
Refresco Cola Orgánico 679g,100000000476,Panadería,2027-01-20,Nestlé,226.31,347
Harina de Trigo Light 887g,100000000477,Bebidas,2027-06-01,Colgate,449.55,272
Harina de Trigo Familiar 807g,100000000478,Panadería,2027-10-14,Del Monte,248.07,674
Huevos Grandes Familiar 358g,100000000479,Alimentos,2027-11-11,Maggi,45.36,715
Cereal de Maíz Familiar 635g,100000000480,Alimentos,2026-11-04,Maggi,424.34,525
Galletas de Chocolate Orgánico 397g,100000000481,Alimentos,2026-08-22,Pepsi,65.15,374
Pasta Espagueti Clásico 489g,100000000482,Bebidas,2028-01-26,Nescafé,121.63,754
Leche Entera Familiar 711g,100000000483,Snacks,2026-10-14,Coca-Cola,196.58,924
Pan Integral Premium 227g,100000000484,Lácteos,2027-12-05,Heinz,27.13,874
Queso Mozzarella Fortificado 403g,100000000485,Granos,2028-03-31,Great Value,16.23,747
Leche Entera Light 503g,100000000486,Enlatados,2027-05-19,Nescafé,122.93,75
Atún en Lata Clásico 991g,100000000587,Granos,2026-09-19,Bimbo,493.83,304
Queso Mozzarella Extra 914g,100000000488,Bebidas,2026-04-30,Nescafé,345.35,213
Cereal de Maíz Familiar 370g,100000000489,Alimentos,2026-09-09,Bimbo,368.35,59
Café Molido Premium 331g,100000000490,Granos,2026-08-29,Nescafé,74.51,45
Leche Entera Extra 246g,100000000491,Enlatados,2026-08-03,Heinz,277.49,931
Queso Mozzarella Premium 438g,100000000492,Alimentos,2026-06-22,Bimbo,fdss,613
Pan Integral Fortificado 737g,100000000493,Lácteos,2026-08-04,Great Value,24.47,54
Pan Integral Extra 922g,100000000494,Bebidas,2027-06-01,Pepsi,430.69,20
Galletas de Chocolate Extra 665g,100000000495,Granos,2027-10-14,Danone,380.67,320
Leche Entera Extra 765g,100000000496,Snacks,2027-06-18,Maggi,121.2,368
Café Molido Premium 775g,100000000497,Granos,2027-04-09,Danone,470.95,283
Pan Integral Premium 779g,100000000498,Snacks,2026-02-25,Great Value,180.67,154
Pasta Espagueti Premium 742g,100000000499,Enlatados,2027-05-29,Colgate,102.34,637
Refresco Cola Premium 984g,100000000500,Alimentos,2026-08-13,Heinz,310.52,406
Aceite Vegetal Light 992g,100000000501,Alimentos,2026-08-06,Pepsi,18.96,316
Atún en Lata Fortificado 253g,100000000502,Alimentos,2028-01-16,Nestlé,344.38,498
Frijol Negro Extra 445g,100000000503,Panadería,2027-05-03,Coca-Cola,122.42,492
Yogur Natural Clásico 209g,100000000504,Lácteos,2027-11-21,Danone,429.26,998
Atún en Lata Orgánico 808g,100000000505,Enlatados,2027-08-22,Maggi,453.25,187
Café Molido Fortificado 913g,100000000506,Granos,2027-01-13,Del Monte,415.86,438
Frijol Negro Orgánico 687g,100000000507,Alimentos,2026-11-19,Maggi,487.12,62
Arroz Integral Familiar 754g,100000000508,Bebidas,2026-09-01,Quaker,318.79,29
Mantequilla Clásico 281g,100000000509,Granos,2028-03-19,Nestlé,390.94,356
Cereal de Maíz Familiar 285g,100000000510,Panadería,2027-08-12,Coca-Cola,160.32,962
Chocolate en Barra Premium 272g,100000000511,Granos,2026-10-30,Quaker,14.43,188
Refresco Cola Familiar 957g,100000000512,Panadería,2026-06-26,Del Monte,339.33,11
Café Molido Orgánico 697g,100000000513,Panadería,2026-04-13,Nescafé,232.44,417
Salsa de Tomate Fortificado 505g,100000000514,Enlatados,2027-10-04,Nescafé,265.82,35
Café Molido Orgánico 731g,100000000515,Alimentos,2028-05-16,Pepsi,144.46,569
Leche Entera Fortificado 454g,100000000516,Lácteos,2026-10-01,Pepsi,212.38,9
Pan Integral Familiar 612g,100000000517,Alimentos,2026-04-15,Nestlé,466.49,661
Salsa de Tomate Familiar 219g,100000000518,Panadería,2026-11-14,Coca-Cola,105.01,795
Yogur Natural Clásico 819g,100000000519,Granos,2027-06-13,Colgate,195.72,164
Frijol Negro Light 722g,100000000520,Alimentos,2026-07-15,Kellogg's,214.29,378
Mantequilla Familiar 326g,100000000521,Snacks,2027-03-26,Coca-Cola,429.19,276
Cereal de Maíz Fortificado 786g,100000000522,Enlatados,2027-05-08,Nescafé,339.55,6
Huevos Grandes Fortificado 450g,100000000523,Lácteos,2027-02-28,Nescafé,91.25,806
Jugo de Naranja Extra 588g,100000000524,Granos,2028-04-23,Kellogg's,249.07,161
Leche Entera Fortificado 268g,100000000525,Snacks,2027-08-24,Coca-Cola,142.26,198
Galletas de Chocolate Extra 958g,100000000526,Lácteos,2026-08-02,Del Monte,368.34,996
Pasta Espagueti Clásico 396g,100000000527,Alimentos,2027-04-04,Quaker,492.64,920
Café Molido Light 806g,100000000528,Alimentos,2027-04-23,Heinz,296.66,145
Salsa de Tomate Clásico 704g,100000000529,Lácteos,2027-03-21,Del Monte,236.48,811
Jugo de Naranja Extra 593g,100000000530,Bebidas,2026-02-26,Colgate,111.07,833
Aceite Vegetal Extra 378g,100000000531,Alimentos,2026-05-16,Nestlé,198.71,328
Leche Entera Clásico 973g,100000000532,Panadería,2028-05-09,Coca-Cola,103.34,601
Cereal de Maíz Light 227g,100000000533,Alimentos,2027-07-20,Quaker,77.51,821
Huevos Grandes Extra 346g,100000000534,Bebidas,2027-11-18,Colgate,361.33,970
Queso Mozzarella Fortificado 534g,100000000535,Granos,2026-02-23,Nestlé,191.32,141
Pasta Espagueti Premium 968g,100000000536,Bebidas,2026-04-25,Great Value,163.13,62
Chocolate en Barra Fortificado 402g,100000000537,Panadería,2027-12-09,Bimbo,287.6,204
Huevos Grandes Light 601g,100000000538,Granos,2026-12-28,Colgate,423.97,597
Queso Mozzarella Premium 662g,100000000539,Enlatados,2027-06-13,Del Monte,328.97,903
Salsa de Tomate Clásico 968g,100000000540,Panadería,2027-06-03,Danone,93.99,517
Arroz Integral Clásico 777g,100000000541,Granos,2028-04-26,Nestlé,a,466
Leche Entera Light 604g,100000000542,Granos,2027-01-10,Pepsi,347.45,973
Yogur Natural Clásico 847g,100000000543,Bebidas,2027-02-11,Pepsi,162.13,856
Atún en Lata Fortificado 552g,100000000544,Lácteos,2028-01-15,Nescafé,289.68,453
Salsa de Tomate Light 274g,100000000545,Granos,2027-03-07,Nestlé,225.26,6.2
Cereal de Maíz Extra 244g,100000000546,Alimentos,2027-04-09,Kellogg's,328.98,674
Aceite Vegetal Fortificado 413g,100000000547,Granos,2027-10-08,Nestlé,256.87,131
Pan Integral Extra 794g,100000000548,Lácteos,2028-01-08,Coca-Cola,105.08,207
Pan Integral Premium 809g,100000000549,Granos,2027-08-06,Heinz,298.12,250
Galletas de Chocolate Light 933g,100000000550,Enlatados,2026-06-04,Corona,359.1,775
Frijol Negro Clásico 223g,100000000551,Enlatados,2027-06-17,Del Monte,59.82,880
Queso Mozzarella Light 598g,100000000552,Lácteos,2026-02-08,La Costeña,91.8,127
Pan Integral Light 948g,100000000553,Bebidas,2028-05-20,Colgate,229.19,410
Refresco Cola Light 625g,100000000554,Panadería,2028-03-04,Maggi,95.32,796
Cereal de Maíz Premium 281g,100000000555,Enlatados,2027-11-17,Heinz,30.7,624
Leche Entera Light 845g,100000000556,Alimentos,2027-07-10,Corona,35.3,479
Café Molido Extra 737g,100000000557,Alimentos,2027-12-05,Coca-Cola,441.47,792
Pasta Espagueti Orgánico 947g,100000000558,Granos,2028-04-15,Great Value,316.21,357
Chocolate en Barra Extra 575g,100000000549,Bebidas,2027-03-07,Heinz,252.93,990
Mantequilla Extra 825g,100000000560,Snacks,2028-01-16,Coca-Cola,34.17,713
Jugo de Naranja Orgánico 665g,100000000561,Panadería,2028-01-06,Heinz,7.61,80
Mantequilla Light 684g,100000000562,Snacks,2028-03-24,Quaker,405.74,386
Chocolate en Barra Orgánico 321g,100000000563,Enlatados,2027-04-22,Nestlé,347.37,157
Aceite Vegetal Orgánico 742g,100000000564,Enlatados,2027-11-17,Danone,97.43,807
Arroz Integral Familiar 266g,100000000565,Snacks,2026-05-29,Quaker,160.53,978
Arroz Integral Fortificado 319g,100000000566,Enlatados,2027-02-10,Corona,397.91,923
Azúcar Morena Extra 855g,100000000567,Alimentos,2026-05-08,Quaker,105.58,503
Huevos Grandes Light 931g,100000000568,Granos,2027-03-15,Corona,248.89,12
Yogur Natural Extra 659g,100000000569,Bebidas,2027-12-24,Maggi,381.63,425
Atún en Lata Extra 232g,100000000570,Lácteos,2027-06-10,La Costeña,343.07,739
Queso Mozzarella Light 690g,100000000571,Bebidas,2028-04-28,Pepsi,333.86,494
Jugo de Naranja Fortificado 551g,100000000572,Bebidas,2028-03-08,Nescafé,358.72,988
Cereal de Maíz Familiar 974g,100000000573,Granos,2027-06-13,Corona,182.24,73
Aceite Vegetal Fortificado 245g,100000000574,Granos,2026-09-11,Del Monte,43.4,674
Salsa de Tomate Clásico 937g,100000000575,Lácteos,2026-06-29,Colgate,218.12,171
Huevos Grandes Orgánico 612g,100000000576,Snacks,2027-04-05,Coca-Cola,377.84,332
Queso Mozzarella Premium 836g,100000000577,Lácteos,2028-05-27,Maggi,223.15,396
Queso Mozzarella Orgánico 312g,100000000578,Alimentos,2027-06-17,Danone,401.9,182
Aceite Vegetal Clásico 467g,100000000579,Snacks,2027-01-02,Nestlé,191.72,974
Café Molido Clásico 856g,100000000580,Panadería,2026-11-04,Maggi,158.67,924
Jugo de Naranja Orgánico 503g,100000000581,Snacks,2026-02-16,Del Monte,253.7,816
Jugo de Naranja Familiar 216g,100000000582,Enlatados,2026-12-29,Great Value,168.14,525
Azúcar Morena Clásico 295g,100000000583,Alimentos,2026-12-28,Colgate,440.42,273
Atún en Lata Familiar 786g,100000000584,Bebidas,2026-10-09,La Costeña,126.7,301
Refresco Cola Clásico 442g,100000000585,Bebidas,2027-01-22,Danone,350.33,244
Salsa de Tomate Orgánico 637g,100000000586,Panadería,2028-01-30,La Costeña,442.34,480
Cereal de Maíz Extra 405g,100000000587,Granos,2027-10-25,La Costeña,377.76,805
Aceite Vegetal Orgánico 551g,100000000588,Snacks,2027-09-13,Quaker,142.48,725
Chocolate en Barra Clásico 533g,100000000489,Alimentos,2028-04-25,Quaker,354.75,0.2
Arroz Integral Orgánico 224g,100000000590,Bebidas,2026-02-04,Bimbo,323.9,129
Café Molido Familiar 708g,100000000591,Enlatados,2026-12-19,Colgate,146.64,607
Café Molido Orgánico 599g,100000000592,Snacks,2028-04-19,Maggi,110.45,312
Mantequilla Fortificado 636g,100000000593,Alimentos,2027-05-05,Colgate,210.81,824
Azúcar Morena Clásico 570g,100000000594,Enlatados,2026-03-23,Danone,396.69,64
Arroz Integral Extra 718g,100000000595,Panadería,2026-08-31,Pepsi,264.51,707
Salsa de Tomate Orgánico 484g,100000000596,Lácteos,2026-09-14,Del Monte,451.33,83
Arroz Integral Light 612g,100000000597,Enlatados,2028-06-02,Kellogg's,258.33,903
Mantequilla Premium 761g,100000000598,Granos,2027-12-18,Pepsi,258.9,713
Azúcar Morena Light 656g,100000000599,Alimentos,2027-07-07,Quaker,386.87,896
Café Molido Extra 631g,100000000600,Enlatados,2026-07-17,Kellogg's,194.22,168
Jugo de Naranja Fortificado 962g,100000000601,Enlatados,2027-11-27,Coca-Cola,144.98,672
Cereal de Maíz Premium 814g,100000000602,Granos,2028-04-21,Coca-Cola,135.2,677
Huevos Grandes Orgánico 382g,100000000603,Lácteos,2026-05-03,Colgate,56.33,723
Cereal de Maíz Premium 285g,100000000604,Lácteos,2026-06-19,Corona,336.23,708
Café Molido Familiar 370g,100000000605,Granos,2026-04-02,Nestlé,204.92,523
Harina de Trigo Orgánico 428g,100000000606,Panadería,2028-06-16,Great Value,199.57,688
Café Molido Orgánico 413g,100000000607,Alimentos,2026-05-10,Danone,374.53,774
Queso Mozzarella Orgánico 422g,100000000608,Alimentos,2026-09-07,Pepsi,125.13,614
Frijol Negro Extra 950g,100000000609,Granos,2027-10-15,Pepsi,a,399
Café Molido Fortificado 997g,100000000610,Snacks,2026-12-17,Great Value,404.94,880
Leche Entera Fortificado 391g,100000000611,Panadería,2027-12-20,Danone,210.82,431
Harina de Trigo Orgánico 411g,100000000612,Bebidas,2028-03-07,Bimbo,390.7,171
Harina de Trigo Familiar 871g,100000000613,Enlatados,2027-01-26,Del Monte,31.13,800
Queso Mozzarella Orgánico 954g,100000000614,Enlatados,2026-10-12,Pepsi,478.08,222
Frijol Negro Extra 596g,100000000615,Enlatados,2027-06-11,Maggi,95.71,719
Chocolate en Barra Clásico 499g,100000000616,Lácteos,2027-12-12,Danone,143.9,803
Azúcar Morena Light 851g,100000000617,Enlatados,2026-07-07,Coca-Cola,421.68,434
Azúcar Morena Familiar 460g,100000000618,Bebidas,2026-07-30,Heinz,398.7,826
Galletas de Chocolate Light 263g,100000000619,Snacks,2027-03-11,Quaker,74.93,611
Refresco Cola Clásico 732g,100000000620,Alimentos,2026-11-23,Coca-Cola,337.47,413
Galletas de Chocolate Premium 463g,100000000621,Panadería,2026-09-22,Great Value,169.9,685
Café Molido Fortificado 406g,100000000622,Alimentos,2026-05-30,Nescafé,63.41,980
Chocolate en Barra Premium 743g,100000000623,Snacks,2028-03-21,Colgate,459.1,842
Pasta Espagueti Extra 606g,100000000624,Granos,2027-07-15,Maggi,162.22,987
Huevos Grandes Orgánico 333g,100000000625,Snacks,2026-05-13,Kellogg's,113.28,898
Arroz Integral Fortificado 959g,100000000626,Enlatados,2027-01-07,Kellogg's,40.52,237
Aceite Vegetal Fortificado 700g,100000000627,Snacks,2027-06-28,Danone,183.57,6
